trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
98,False,"{'a': 0.22737912388300371, 'e': 0.5099999999999996}",20,8,7.6841444216480195,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
99,False,"{'a': 0.22396843702475866, 'e': 0.5049999999999996}",35,0,-6.188277720997132,"{0: 30, 1: 1, 2: 4, 3: 0, 4: 0}",0
100,False,"{'a': 0.22060891046938727, 'e': 0.49999999999999956}",35,9,-24.48548163539759,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 1}",1
101,False,"{'a': 0.21729977681234647, 'e': 0.49499999999999955}",20,11,16.85607365475739,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.21404028016016127, 'e': 0.48999999999999955}",30,0,-40.8411322666073,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",0
103,False,"{'a': 0.21082967595775884, 'e': 0.48499999999999954}",20,13,11.009779931041855,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.20766723081839245, 'e': 0.47999999999999954}",25,0,-51.05809342092682,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
105,False,"{'a': 0.20455222235611656, 'e': 0.47499999999999953}",20,5,10.75453282103027,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
106,False,"{'a': 0.2014839390207748, 'e': 0.46999999999999953}",20,0,-72.4371857449753,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
107,False,"{'a': 0.19846167993546318, 'e': 0.4649999999999995}",20,3,17.800265669057044,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.19548475473643123, 'e': 0.4599999999999995}",30,0,22.29981385258486,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",1
109,False,"{'a': 0.19255248341538475, 'e': 0.4549999999999995}",25,0,-30.714652733226878,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
110,False,"{'a': 0.18966419616415398, 'e': 0.4499999999999995}",25,8,-29.345185254258055,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
111,False,"{'a': 0.18681923322169167, 'e': 0.4449999999999995}",35,4,-11.111509301913541,"{0: 26, 1: 1, 2: 4, 3: 0, 4: 0}",1
112,False,"{'a': 0.1840169447233663, 'e': 0.4399999999999995}",20,10,-25.109882470871888,"{0: 6, 1: 3, 2: 0, 3: 1, 4: 0}",1
113,False,"{'a': 0.1812566905525158, 'e': 0.4349999999999995}",25,0,-17.028164451150136,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
114,False,"{'a': 0.17853784019422808, 'e': 0.4299999999999995}",30,11,-0.31819851608923133,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
115,False,"{'a': 0.17585977259131466, 'e': 0.4249999999999995}",25,5,6.967809576981924,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
116,False,"{'a': 0.17322187600244493, 'e': 0.4199999999999995}",35,2,-13.585880761842114,"{0: 28, 1: 1, 2: 3, 3: 1, 4: 0}",1
117,False,"{'a': 0.17062354786240824, 'e': 0.4149999999999995}",35,15,-30.476432840750945,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
118,False,"{'a': 0.16806419464447211, 'e': 0.4099999999999995}",20,0,-17.993421711089947,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
119,False,"{'a': 0.16554323172480503, 'e': 0.40499999999999947}",20,0,-12.223012551741483,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
120,False,"{'a': 0.16306008324893295, 'e': 0.39999999999999947}",25,1,-20.556722674710727,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 0}",1
121,False,"{'a': 0.16061418200019895, 'e': 0.39499999999999946}",20,9,-34.475880500740814,"{0: 8, 1: 0, 2: 1, 3: 2, 4: 0}",1
122,False,"{'a': 0.15820496927019595, 'e': 0.38999999999999946}",25,7,-35.170287590194036,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 0}",1
123,False,"{'a': 0.155831894731143, 'e': 0.38499999999999945}",30,0,-57.08003032452168,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
124,False,"{'a': 0.15349441631017585, 'e': 0.37999999999999945}",25,11,-29.268579896057002,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
